word,frequency,rank
kişi,65,154.0
olması,146,35.0
halinde,170,29.0
ilgisine,11,945.0
göre,109,64.0
tüzel,199,22.0
kişiliğin,76,111.0
ortakları,16,683.0
üyeleri,14,771.0
veya,648,6.0
kurucuları,11,945.0
ile,490,7.0
tüzel,199,22.0
kişiliğin,76,111.0
yönetimindeki,10,
görevlileri,10,
belirten,20,562.0
son,113,59.0
durumu,28,409.0
gösterir,54,197.0
ticaret,152,32.0
sicil,141,38.0
gazetesi,20,562.0
veya,648,6.0
bu,244,16.0
hususları,11,945.0
tevsik,19,585.0
eden,39,293.0
belgeler,116,56.0
ile,490,7.0
tüzel,199,22.0
kişiliğin,76,111.0
noter,144,36.0
tasdikli,105,71.0
imza,91,86.0
sirküleri,41,277.0
sayılı,340,9.0
kanunun,77,109.0
üncü,16,683.0
maddesinde,36,316.0
yer,175,27.0
alan,102,77.0
durumlarda,3,
olmamak,47,235.0
veya,648,6.0
bunlardan,4,
dolayı,9,
herhangi,53,199.0
bir,233,17.0
şekilde,33,338.0
cezalı,1,
olmadığına,29,398.0
dair,126,51.0
taahhütname,12,872.0
vergi,36,316.0
borcu,46,244.0
olmadığına,29,398.0
dair,126,51.0
vergi,36,316.0
dairelerinden,1,
ilan,86,96.0
tarihinden,73,122.0
sonra,50,212.0
alınmış,67,146.0
belge,135,42.0
kesinleşmiş,1,
sosyal,13,810.0
güvenlik,10,
prim,6,
borcu,46,244.0
olmadığına,29,398.0
dair,126,51.0
sosyal,13,810.0
güvenlik,10,
kurumundan,9,
ilan,86,96.0
tarihinden,73,122.0
sonra,50,212.0
alınmış,67,146.0
belge,135,42.0
steklinin,26,446.0
ortak,72,126.0
girişim,41,277.0
olması,146,35.0
halinde,170,29.0
bu,244,16.0
şartname,115,57.0
ekinde,24,485.0
yer,175,27.0
alan,102,77.0
standart,22,523.0
forma,21,539.0
uygun,106,67.0
iş,138,40.0
ortaklığı,31,361.0
beyannamesi,75,114.0
vekâleten,17,644.0
ihaleye,135,42.0
katılma,18,613.0
halinde,170,29.0
istekli,38,300.0
adına,50,212.0
katılan,14,771.0
kişinin,13,810.0
ihaleye,135,42.0
katılmaya,10,
ilişkin,89,92.0
noter,144,36.0
tasdikli,105,71.0
vekâletnamesi,2,
ile,490,7.0
noter,144,36.0
tasdikli,105,71.0
imza,91,86.0
beyannamesi,75,114.0
daremizce,1,
yapılan,59,177.0
inceleme,4,
sonucu,29,398.0
inşaatın,8,
tamamlanması,3,
için,293,12.0
tespit,33,338.0
edilen,125,52.0
muhammen,39,293.0
tahmini,5,
bedel,43,261.0
aylık,17,644.0
muhammen,39,293.0
kira,23,504.0
bedeli,112,61.0
üzerinden,76,111.0
yıllık,13,810.0
işletme,6,
süresi,69,139.0
dikkate,30,378.0
alınarak,15,723.0
geçici,137,41.0
teminat,148,34.0
tutarı,11,945.0
tl,311,10.0
olarak,178,26.0
hesaplanmıştır,1,
aksaray,13,810.0
l,36,316.0
özel,63,160.0
daresi,15,723.0
adına,50,212.0
alınmış,67,146.0
tl,311,10.0
beş,32,352.0
milyon,8,
yedi,14,771.0
yüz,6,
dört,6,
bin,5,
ki,27,423.0
yüz,6,
yirmi,17,644.0
dört,6,
türk,62,164.0
lirası,15,723.0
tutarındaki,1,
geçici,137,41.0
teminata,2,
ait,104,73.0
banka,33,338.0
teminat,148,34.0
mektubu,53,199.0
veya,648,6.0
geçici,137,41.0
teminatın,11,
aksaray,13,810.0
l,36,316.0
özel,63,160.0
daresinin,3,
vakıfbank,4,
aksaray,13,810.0
şubesindeki,3,
tr,121,53.0
iban,8,
nolu,109,64.0
hesabına,21,539.0
yatırıldığına,10,
dair,126,51.0
banka,33,338.0
alındı,17,644.0
dekontu,5,
teminat,148,34.0
mektupları,16,683.0
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
yasasına,1,
göre,109,64.0
limit,8,
içi,7,
süresiz,15,723.0
olacaktır,13,810.0
bu,244,16.0
özellikleri,8,
taşımayan,3,
teminat,148,34.0
mektupları,16,683.0
geçersiz,8,
sayılacaktır,10,
hale,442,8.0
dokümanı,27,423.0
satın,91,86.0
aldıklarına,1,
dair,126,51.0
belge,135,42.0
hale,442,8.0
dokümanı,27,423.0
gün,69,139.0
mesai,25,465.0
saatlerinde,1,
aksaray,13,810.0
l,36,316.0
özel,63,160.0
daresi,15,723.0
plan,7,
proje,51,207.0
yatırım,6,
nşaat,61,169.0
müdürlüğü,186,23.0
yunus,3,
emre,3,
mah,66,151.0
bulvar,2,
aksaray,13,810.0
adresinde,50,212.0
görülebilecek,2,
olup,87,94.0
tl,311,10.0
bin,5,
türk,62,164.0
lirası,15,723.0
bedel,43,261.0
karşılığında,18,613.0
satın,91,86.0
alınacaktır,47,235.0
haleye,113,59.0
katılacak,20,562.0
olan,119,54.0
isteklilerin,19,585.0
ihale,247,15.0
dokümanını,21,539.0
satın,91,86.0
almaları,22,523.0
zorunludur,61,169.0
doküman,9,
satın,91,86.0
alacak,1,
isteklilerin,19,585.0
doküman,9,
bedelini,7,
aksaray,13,810.0
l,36,316.0
özel,63,160.0
daresinin,3,
vakıfbank,4,
aksaray,13,810.0
şubesindeki,3,
tr,121,53.0
iban,8,
nolu,109,64.0
hesabına,21,539.0
yatırması,2,
gerekmektedir,84,103.0
doküman,9,
satın,91,86.0
almak,5,
üzere,130,48.0
yatırılan,6,
bedel,43,261.0
karşılığında,18,613.0
alınacak,31,361.0
banka,33,338.0
dekontunun,5,
açıklama,10,
bölümüne,3,
ziga,1,
termal,7,
tesis,22,523.0
yi,70,136.0
ne,118,55.0
ait,104,73.0
bilgi,34,330.0
isteklinin,14,771.0
adı,36,316.0
soyadı,11,945.0
mutlaka,1,
yazılacaktır,6,
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
noter,144,36.0
onaylı,62,164.0
belgelerin,52,202.0
aslına,10,
uygun,106,67.0
olduğunu,35,327.0
belirten,20,562.0
bir,233,17.0
şerh,5,
taşıması,16,683.0
zorunlu,14,771.0
olup,87,94.0
sureti,27,423.0
veya,648,6.0
fotokopisi,28,409.0
görülerek,2,
onaylanmış,21,539.0
olanlar,5,
ile,490,7.0
ibraz,57,185.0
edilenin,2,
aynıdır,3,
veya,648,6.0
bu,244,16.0
anlama,3,
gelecek,6,
bir,233,17.0
şerh,5,
taşıyanlar,3,
geçerli,15,723.0
kabul,91,86.0
edilmeyecektir,16,683.0
haleye,113,59.0
iş,138,40.0
ortaklığı,31,361.0
olarak,178,26.0
teklif,311,10.0
verilmesi,41,277.0
halinde,170,29.0
iş,138,40.0
ortaklığının,9,
bir,233,17.0
ortağı,31,361.0
tarafından,112,61.0
inci,94,83.0
maddelerinde,10,
yazılı,41,277.0
belgeler,116,56.0
hariç,25,465.0
diğer,63,160.0
belgelere,2,
ilişkin,89,92.0
bilgilerin,6,
ayrı,52,202.0
ayrı,52,202.0
beyan,7,
edilmesi,22,523.0
zorunludur,61,169.0
steklilerin,22,523.0
idarece,5,
istenilen,32,352.0
belgeler,116,56.0
ile,490,7.0
geçici,137,41.0
teminatı,11,945.0
dosya,37,304.0
halinde,170,29.0
idari,62,164.0
şartnamede,24,485.0
belirtilen,210,20.0
şekilde,33,338.0
olmak,279,13.0
üzere,130,48.0
en,205,21.0
geç,26,446.0
ihale,247,15.0
tarih,57,185.0
saatine,31,361.0
kadar,131,46.0
hale,442,8.0
komisyonuna,10,
teslim,71,131.0
etmeleri,21,539.0
gerekmektedir,84,103.0
stekliler,58,181.0
tekliflerini,17,644.0
iadeli,27,423.0
taahhütlü,29,398.0
olmak,279,13.0
koşuluyla,3,
mektupla,5,
da,133,45.0
gönderebilecektir,1,
bu,244,16.0
durumda,8,
teklif,311,10.0
mektubunun,2,
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
kanunu,97,78.0
nun,51,207.0
nci,10,
madde,26,446.0
hükümlerine,19,585.0
uygun,106,67.0
olarak,178,26.0
düzenlenmesi,3,
ilanda,9,
belirtilen,210,20.0
ihale,247,15.0
saatine,31,361.0
kadar,131,46.0
ihale,247,15.0
komisyonuna,10,
ulaşmış,4,
olması,146,35.0
gerekir,29,398.0
aksi,2,
takdirde,17,644.0
durum,7,
bir,233,17.0
tutanak,1,
ile,490,7.0
tespit,33,338.0
edilir,21,539.0
teklif,311,10.0
geçersiz,8,
sayılır,9,
seviyesinde,3,
tasfiye,5,
kabulü,2,
yapılan,59,177.0
tesis,22,523.0
inşaatı,1,
yıldızlı,4,
termal,7,
tesis,22,523.0
olarak,178,26.0
yapılmak,2,
üzere,130,48.0
kalan,17,644.0
bütün,12,872.0
işleri,8,
güçlendirme,3,
modernizasyon,1,
proje,51,207.0
revizyonu,1,
vb,10,
yılda,10,
tamamlanarak,4,
hizmete,2,
açılacaktır,4,
yapımı,3,
tamamlanarak,4,
hizmete,2,
açılmasına,2,
müteakip,13,810.0
yıl,111,63.0
işletme,6,
hakkı,9,
olarak,178,26.0
kiraya,8,
verilecektir,17,644.0
sözleşmesi,11,
feshedilen,1,
yüklenici,13,810.0
tarafından,112,61.0
idaremiz,3,
aleyhine,8,
açılan,8,
dava,14,771.0
veya,648,6.0
ilgili,128,49.0
mahkemelere,1,
yapılan,59,177.0
temyiz,1,
başvurusu,7,
sonucu,29,398.0
aksaray,13,810.0
l,36,316.0
özel,63,160.0
daresinin,3,
yapılan,59,177.0
fesih,2,
veya,648,6.0
imalatlar,1,
nedeniyle,7,
ödeme,4,
yapmasına,8,
karar,55,194.0
verilmesi,41,277.0
halinde,170,29.0
mahkeme,11,
tarafından,112,61.0
ödenmesine,3,
karar,55,194.0
verilen,40,284.0
tutar,2,
ihale,247,15.0
üzerinde,18,613.0
kalan,17,644.0
yeni,59,177.0
yüklenici,13,810.0
tarafından,112,61.0
ödenecektir,3,
bu,244,16.0
amaçla,1,
mahkemece,1,
ödenmesine,3,
karar,55,194.0
verilecek,8,
tutarın,2,
ödenme,1,
şartı,12,872.0
saklı,2,
kalmak,2,
üzere,130,48.0
inşaatın,8,
tamamlanan,3,
seviyesindeki,1,
imalatları,1,
için,293,12.0
idaremizce,2,
yapılan,59,177.0
inceleme,4,
sonucu,29,398.0
tespit,33,338.0
edilen,125,52.0
idari,62,164.0
şartnamede,24,485.0
belirtilen,210,20.0
muhammen,39,293.0
tahmini,5,
bedel,43,261.0
üzerinden,76,111.0
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
kanununun,47,235.0
ncı,6,
maddesinde,36,316.0
belirtilen,210,20.0
değerlerden,1,
biri,9,
teminat,148,34.0
olarak,178,26.0
alınacaktır,47,235.0
alınacak,31,361.0
olan,119,54.0
bu,244,16.0
teminat,148,34.0
amacı,2,
dışında,30,378.0
haczedilemez,1,
bunların,9,
üzerine,20,562.0
ihtiyati,1,
tedbir,1,
konulamaz,1,
bu,244,16.0
durumda,8,
toplam,36,316.0
sözleşme,33,338.0
süresi,69,139.0
değişmeyecektir,1,
haleye,113,59.0
katılacak,20,562.0
istekli,38,300.0
bu,244,16.0
hususu,2,
kabul,91,86.0
beyan,7,
taahhüt,19,585.0
eder,1,
lk,19,585.0
kira,23,504.0
bedeli,112,61.0
işletmeye,1,
başlanılan,1,
projenin,3,
tamamlanması,3,
gereken,25,465.0
sürenin,1,
bitimini,1,
takip,7,
eden,39,293.0
ay,64,158.0
içerisinde,104,73.0
ödenecektir,3,
lk,19,585.0
yılın,10,
kira,23,504.0
bedeli,112,61.0
takip,7,
eden,39,293.0
yıllara,5,
ait,104,73.0
kira,23,504.0
bedelleri,8,
türkiye,82,105.0
statistik,4,
kurumu,27,423.0
tarafından,112,61.0
aylık,17,644.0
yayımlanan,20,562.0
yi,70,136.0
üfe,1,
yurt,31,361.0
çi,15,723.0
üretici,2,
fiyat,40,284.0
endeksi,1,
değişim,2,
oranı,2,
üzerinden,76,111.0
güncellenerek,1,
tespit,33,338.0
edilecektir,74,118.0
tesis,22,523.0
yapımının,1,
tamamlanmasına,1,
müteakip,13,810.0
tesisin,1,
kullanımı,3,
için,293,12.0
gerekli,19,585.0
tüm,27,423.0
izinler,1,
alınarak,15,723.0
cins,1,
tashihi,1,
yapılacaktır,74,118.0
kültür,82,105.0
turizm,73,122.0
bakanlığından,106,67.0
yıldızlı,4,
termal,7,
tesis,22,523.0
şletme,38,300.0
belgesi,149,33.0
alınacaktır,47,235.0
sağlık,30,378.0
bakanlığından,106,67.0
termal,7,
kaplıca,1,
belgesi,149,33.0
alınacaktır,47,235.0
hale,442,8.0
aksaray,13,810.0
l,36,316.0
özel,63,160.0
daresi,15,723.0
yunus,3,
emre,3,
mah,66,151.0
bulvar,2,
aksaray,13,810.0
merkez,46,244.0
toplantı,27,423.0
salonunda,18,613.0
yapılacaktır,74,118.0
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
kanunu,97,78.0
nun,51,207.0
uncu,8,
maddesine,24,485.0
göre,109,64.0
hale,442,8.0
komisyonu,24,485.0
ihaleyi,29,398.0
yapıp,27,423.0
yapmamakta,27,423.0
serbesttir,27,423.0
artirima,1,
haleni,11,945.0
n,80,107.0
geçi,16,683.0
ci,27,423.0
esas,43,261.0
aylik,1,
halesi,6,
yapilacak,2,
şi,67,146.0
n,80,107.0
temi,18,613.0
nat,11,
muhammen,39,293.0
ci,27,423.0
nsi,9,
ni,31,361.0
teli,13,810.0
ği,10,
bedeli,112,61.0
tari,31,361.0
hi,40,284.0
saati,44,253.0
ki,27,423.0
ra,6,
bedeli,112,61.0
tl,311,10.0
tl,311,10.0
aksaray,13,810.0
l,36,316.0
özel,63,160.0
daresince,1,
ihale,247,15.0
edilen,125,52.0
seviyesinde,3,
tasfiye,5,
edilen,125,52.0
termal,7,
tesis,22,523.0
inşaatının,1,
kalan,17,644.0
bütün,12,872.0
işlerinin,8,
yıldızlı,4,
termal,7,
tesis,22,523.0
olmak,279,13.0
üzere,130,48.0
tamamlanarak,4,
uzun,3,
süreli,26,446.0
kiralama,19,585.0
modeli,2,
çerçevesinde,6,
yap,6,
şlet,2,
devret,2,
modeliyle,2,
yaptırılması,7,
lan,67,146.0
olunur,47,235.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
gayri,5,
menkuller,1,
satilacaktir,17,644.0
uşak,11,
belediye,128,49.0
başkanlığından,57,185.0
mülkiyeti,18,613.0
belediyemize,20,562.0
ait,104,73.0
aşağıda,76,111.0
adresi,86,96.0
türü,44,253.0
paftası,5,
ada,68,143.0
parselleri,2,
bağımsız,30,378.0
bölümleri,10,
m²,62,164.0
leri,5,
belirtilen,210,20.0
taşınmazlar,9,
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
kanununun,47,235.0
nci,10,
maddesi,107,66.0
gereği,25,465.0
açık,69,139.0
artırma,11,945.0
teklif,311,10.0
usulü,70,136.0
ihalesi,9,
ile,490,7.0
satışa,4,
çıkarılmıştır,8,
taşınmazların,11,945.0
halesi,6,
aşağıda,76,111.0
belirtilen,210,20.0
gün,69,139.0
saatlerde,2,
belediye,128,49.0
encümeninin,2,
huzurunda,15,723.0
belediye,128,49.0
encümen,16,683.0
salonunda,18,613.0
yapılacaktır,74,118.0
yüzölçümü,10,
hale,442,8.0
muhammen,39,293.0
geçi,16,683.0
ci,27,423.0
adresi,86,96.0
adet,114,58.0
türü,44,253.0
ada,68,143.0
pr,3,
m²,62,164.0
tarihi,97,78.0
saati,44,253.0
bedel,43,261.0
tl,311,10.0
temi,18,613.0
nat,11,
kuyucak,3,
mahallesi,83,104.0
arsa,26,446.0
m²,62,164.0
tl,311,10.0
tl,311,10.0
kuyucak,3,
mahallesi,83,104.0
arsa,26,446.0
m²,62,164.0
tl,311,10.0
tl,311,10.0
haleye,113,59.0
gi,20,562.0
rebi,3,
lme,2,
şartlari,16,683.0
gerçek,71,131.0
kişiler,43,261.0
kametgâh,7,
ilmühaberi,4,
ile,490,7.0
nüfus,47,235.0
cüzdan,16,683.0
sureti,27,423.0
vekâleten,17,644.0
girecekler,2,
ise,54,197.0
noter,144,36.0
tasdikli,105,71.0
vekâletname,15,723.0
belediye,128,49.0
gelir,12,872.0
tahakkuk,4,
şefliği,12,872.0
sicil,141,38.0
servisinden,4,
borcu,46,244.0
yoktur,14,771.0
belgesi,149,33.0
şartname,115,57.0
bedeli,112,61.0
alındı,17,644.0
makbuzu,20,562.0
yatırılan,6,
geçici,137,41.0
teminat,148,34.0
makbuzu,20,562.0
veya,648,6.0
banka,33,338.0
teminat,148,34.0
mektubunu,13,810.0
vereceklerdir,30,378.0
teminat,148,34.0
mektupları,16,683.0
süresiz,15,723.0
olacaktır,13,810.0
tüzel,199,22.0
kişiler,43,261.0
şirket,14,771.0
dernek,8,
v,7,
hale,442,8.0
tarihi,97,78.0
itibari,4,
ile,490,7.0
tüzel,199,22.0
kişiliği,7,
temsile,14,771.0
haiz,6,
şahısları,2,
gösterir,54,197.0
belge,135,42.0
yetki,9,
belgesi,149,33.0
noter,144,36.0
tasdikli,105,71.0
mza,23,504.0
sirküleri,41,277.0
ticaret,152,32.0
sanayi,75,114.0
odasından,24,485.0
oda,85,100.0
kayıt,28,409.0
sicil,141,38.0
belgesi,149,33.0
belediye,128,49.0
gelir,12,872.0
tahakkuk,4,
şefliği,12,872.0
sicil,141,38.0
servisinden,4,
borcu,46,244.0
yoktur,14,771.0
belgesi,149,33.0
şartname,115,57.0
bedeli,112,61.0
alındı,17,644.0
makbuzu,20,562.0
yatırılan,6,
geçici,137,41.0
teminat,148,34.0
makbuzu,20,562.0
veya,648,6.0
banka,33,338.0
teminat,148,34.0
mektubunu,13,810.0
vereceklerdir,30,378.0
teminat,148,34.0
mektupları,16,683.0
süresiz,15,723.0
olacaktır,13,810.0
haleye,113,59.0
ait,104,73.0
türlü,12,872.0
şartname,115,57.0
mesai,25,465.0
saatleri,17,644.0
içinde,58,181.0
belediye,128,49.0
emlak,22,523.0
stimlâk,6,
müdürlüğü,186,23.0
kira,23,504.0
hale,442,8.0
bürosunda,5,
görülebileceği,9,
gibi,33,338.0
suret,3,
alınabilir,9,
haleye,113,59.0
katılabilmek,26,446.0
için,293,12.0
tl,311,10.0
kdv,25,465.0
hale,442,8.0
şartname,115,57.0
bedeli,112,61.0
yatırılması,9,
zorunludur,61,169.0
stekliler,58,181.0
ihale,247,15.0
saatinden,4,
önce,19,585.0
geçici,137,41.0
teminat,148,34.0
bedeli,112,61.0
ile,490,7.0
şartname,115,57.0
bedeli,112,61.0
yatırılması,9,
zorunludur,61,169.0
stekliler,58,181.0
posta,86,96.0
ile,490,7.0
yapacakları,3,
tekliflerini,17,644.0
en,205,21.0
geç,26,446.0
perşembe,11,
günü,72,126.0
saat,96,80.0
kadar,131,46.0
uşak,11,
belediye,128,49.0
başkanlığı,85,100.0
emlak,22,523.0
stimlak,9,
müdürlüğü,186,23.0
sarayaltı,2,
mahallesi,83,104.0
ramazan,2,
akar,2,
sk,8,
blok,31,361.0
adresinde,50,212.0
olacak,9,
şekilde,33,338.0
iadeli,27,423.0
taahhütlü,29,398.0
bir,233,17.0
mektupla,5,
gönderebilirler,6,
belirtilen,210,20.0
tarih,57,185.0
saatten,8,
sonra,50,212.0
gelen,8,
postalar,2,
dikkate,30,378.0
alınmaz,17,644.0
lan,67,146.0
olunur,47,235.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
seyyar,2,
pompalama,2,
eki,6,
bi,28,409.0
çi,15,723.0
n,80,107.0
sürücülü,3,
çiplak,2,
şase,3,
kamyon,4,
tanker,4,
pi,5,
kap,2,
ki,27,423.0
ralama,3,
hi,40,284.0
zmet,14,771.0
alimi,17,644.0
hale,442,8.0
edi,37,304.0
lecekti,32,352.0
r,47,235.0
türkiye,82,105.0
petrolleri,11,945.0
anonim,26,446.0
ortaklığı,31,361.0
genel,269,14.0
müdürlüğünden,134,44.0
tdlhzm,2,
tpao,35,327.0
batman,3,
bölge,43,261.0
müdürlüğü,186,23.0
seyyar,2,
pompalama,2,
eki,6,
bi,28,409.0
çi,15,723.0
n,80,107.0
sürücülü,3,
çiplak,2,
şase,3,
kamyon,4,
tanker,4,
pi,5,
kap,2,
ki,27,423.0
ralama,3,
hi,40,284.0
zmet,14,771.0
alimi,17,644.0
açik,3,
hale,442,8.0
usulü,70,136.0
ile,490,7.0
ihale,247,15.0
edilecektir,74,118.0
hale,442,8.0
kayıt,28,409.0
darenin,30,378.0
adresi,86,96.0
türkiye,82,105.0
petrolleri,11,945.0
genel,269,14.0
müdürlüğü,186,23.0
söğütözü,5,
mahallesi,83,104.0
nizami,5,
gencevi,5,
cad,68,143.0
çankaya,19,585.0
ankara,106,67.0
b,218,19.0
telefon,37,304.0
faks,32,352.0
numarası,51,207.0
faks,32,352.0
c,141,38.0
elektronik,50,212.0
posta,86,96.0
adresi,86,96.0
varsa,18,613.0
yurtici_ihale,6,
tpao,35,327.0
gov,46,244.0
tr,121,53.0
hale,442,8.0
konusu,87,94.0
hizmetin,13,810.0
niteliği,23,504.0
türü,44,253.0
miktarı,31,361.0
ay,64,158.0
süre,42,272.0
ile,490,7.0
sürücülü,3,
çıplak,4,
şase,3,
kamyon,4,
ad,2,
tanker,4,
ad,2,
pikap,1,
ile,490,7.0
üretim,23,504.0
müdürlüğüne,21,539.0
bağlı,18,613.0
tüm,27,423.0
sahalardaki,3,
ilgili,128,49.0
hizmetin,13,810.0
yürütülmesi,8,
şidir,2,
b,218,19.0
teslim,71,131.0
yeri,103,75.0
çalışma,18,613.0
yapılacak,94,83.0
olan,119,54.0
iş,138,40.0
yerleri,10,
tpao,35,327.0
batman,3,
bölge,43,261.0
müdürlüğü,186,23.0
üretim,23,504.0
müdürlüğü,186,23.0
ne,118,55.0
bağlı,18,613.0
mevcut,12,872.0
yeni,59,177.0
açılacak,4,
olan,119,54.0
tüm,27,423.0
ham,5,
petrol,36,316.0
doğal,3,
gaz,1,
karbondioksit,1,
gazı,1,
su,14,771.0
üretimi,1,
yapan,5,
saha,10,
b,218,19.0
raman,2,
raman,2,
dodan,1,
garzan,1,
çamurlu,1,
diyarbakır,9,
sahaları,2,
kuyularıdır,1,
bu,244,16.0
sahalar,3,
batman,3,
siirt,3,
diyarbakır,9,
mardin,1,
sınırları,3,
içinde,58,181.0
bulunmaktadır,2,
c,141,38.0
şin,19,585.0
süresi,69,139.0
ay,64,158.0
halenin,33,338.0
yapılacağı,40,284.0
yer,175,27.0
türki,6,
ye,22,523.0
petrolleri,11,945.0
genel,269,14.0
müdürlüğü,186,23.0
söğütözü,5,
mah,66,151.0
nizami,5,
gencevi,5,
cad,68,143.0
çankaya,19,585.0
ankara,106,67.0
tpao,35,327.0
genel,269,14.0
müdürlüğü,186,23.0
tedarik,8,
lojistik,5,
daire,17,644.0
başkanlığı,85,100.0
kat,60,174.0
toplantı,27,423.0
salonu,20,562.0
b,218,19.0
tarihi,97,78.0
saati,44,253.0
haleye,113,59.0
katılabilmek,26,446.0
çin,30,378.0
gereken,25,465.0
belgeler,116,56.0
yeterlik,27,423.0
kriterleri,12,872.0
haleye,113,59.0
katılabilmek,26,446.0
çin,30,378.0
gereken,25,465.0
belgeler,116,56.0
yeterlik,27,423.0
kriterleri,12,872.0
dari,40,284.0
şartnamenin,21,539.0
maddesinde,36,316.0
belirtilmiştir,16,683.0
hale,442,8.0
dokümanı,27,423.0
www,57,185.0
tpao,35,327.0
gov,46,244.0
tr,121,53.0
adresinden,18,613.0
indirilebilir,3,
veya,648,6.0
yurtici_ihale,6,
tpao,35,327.0
gov,46,244.0
tr,121,53.0
istenebilir,3,
şartname,115,57.0
bedeli,112,61.0
tl,311,10.0
karşılığı,14,771.0
vakıflar,17,644.0
bankası,25,465.0
tpao,35,327.0
bürosu,4,
tl,311,10.0
için,293,12.0
hesap,4,
iban,8,
tr,121,53.0
banka,33,338.0
hesabına,21,539.0
yatırılarak,3,
dosya,37,304.0
numarası,51,207.0
şartname,115,57.0
bedeli,112,61.0
olduğu,43,261.0
belirtilip,3,
aynı,55,194.0
adresten,6,
yurtici_ihale,6,
tpao,35,327.0
gov,46,244.0
tr,121,53.0
temin,66,151.0
edilir,21,539.0
haleye,113,59.0
teklif,311,10.0
verecek,25,465.0
olanların,20,562.0
ihale,247,15.0
dokümanını,21,539.0
satın,91,86.0
almaları,22,523.0
şartname,115,57.0
bedeli,112,61.0
dekontunu,3,
ibraz,57,185.0
etmeleri,21,539.0
zorunludur,61,169.0
teklifler,64,158.0
tarih,57,185.0
saat,96,80.0
kadar,131,46.0
tpao,35,327.0
genel,269,14.0
müdürlüğü,186,23.0
hale,442,8.0
salonuna,2,
elden,9,
verilebileceği,12,872.0
gibi,33,338.0
iadeli,27,423.0
taahhütlü,29,398.0
posta,86,96.0
vasıtasıyla,8,
gönderilecektir,10,
hale,442,8.0
saatine,31,361.0
kadar,131,46.0
ortaklığımıza,3,
ulaşmayan,13,810.0
teklifler,64,158.0
değerlendirmeye,24,485.0
alınmayacaktır,34,330.0
ekonomik,22,523.0
açıdan,11,945.0
en,205,21.0
avantajlı,11,945.0
teklif,311,10.0
en,205,21.0
düşük,12,872.0
fiyat,40,284.0
esasına,7,
göre,109,64.0
belirlenecektir,9,
stekliler,58,181.0
teklif,311,10.0
ettikleri,19,585.0
bedelin,43,261.0
ünden,24,485.0
az,169,30.0
olmamak,47,235.0
üzere,130,48.0
kendi,18,613.0
belirleyecekleri,13,810.0
oranda,10,
geçici,137,41.0
teminat,148,34.0
vereceklerdir,30,378.0
ş,181,25.0
ortaklığı,31,361.0
kabul,91,86.0
edilir,21,539.0
konsorsiyumlar,3,
ihaleye,135,42.0
teklif,311,10.0
veremez,3,
bu,244,16.0
ihale,247,15.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanunu,97,78.0
nun,51,207.0
g,51,207.0
kapsamında,47,235.0
olup,87,94.0
ceza,42,272.0
yasaklama,96,80.0
hükümleri,43,261.0
hariç,25,465.0
tpao,35,327.0
mal,49,222.0
hizmet,72,126.0
alımı,40,284.0
hale,442,8.0
yönetmeliği,43,261.0
ne,118,55.0
göre,109,64.0
yapılmaktadır,4,
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
taşinmaz,7,
satilacaktir,17,644.0
diyarbakır,9,
li,75,114.0
sur,1,
belediye,128,49.0
başkanlığından,57,185.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
adet,114,58.0
yolcu,4,
vagonlari,1,
kapi,1,
si,31,361.0
stemleri,1,
dönüşümü,2,
şi,67,146.0
hale,442,8.0
edi,37,304.0
lecekti,32,352.0
r,47,235.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,25.0
genel,269,14.0
müdürlüğünden,134,44.0
hale,442,8.0
kayıt,28,409.0
darenin,30,378.0
adresi,86,96.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,25.0
genel,269,14.0
müdürlüğü,186,23.0
b,218,19.0
telefon,37,304.0
faks,32,352.0
numarası,51,207.0
c,141,38.0
elektronik,50,212.0
posta,86,96.0
adresi,86,96.0
satinalmadairesi,4,
tcddtasimacilik,10,
gov,46,244.0
tr,121,53.0
hale,442,8.0
konusu,87,94.0
malın,10,
adı,36,316.0
miktarı,31,361.0
adet,114,58.0
yolcu,4,
vagonları,1,
kapı,1,
sistemleri,17,644.0
dönüşümü,2,
şi,67,146.0
halenin,33,338.0
yapılacağı,40,284.0
yer,175,27.0
tcdd,58,181.0
şletmesi,19,585.0
genel,269,14.0
müdürlüğü,186,23.0
satın,91,86.0
alma,49,222.0
stok,1,
kontrol,35,327.0
dairesi,43,261.0
başkanlığı,85,100.0
toplantı,27,423.0
