word,frequency,rank
söz,23,503.0
konusu,87,94.0
ihal,247,15.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanununun,47,234.0
üncü,16,681.0
maddesinin,52,202.0
g,51,206.0
bendi,13,811.0
gereğinc,59,177.0
istisna,7,
kapsamındadır,1,
talep,12,872.0
takip,7,
bse,1,
v,5,
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
yatirimcilara,1,
duyuru,6,
hazin,8,
maliy,12,872.0
bakanlığı,95,82.0
özelleştirm,6,
daresi,15,724.0
başkanlığından,57,185.0
c,141,41.0
hazin,8,
maliy,12,872.0
bakanlığı,95,82.0
özelleştirm,6,
daresi,15,724.0
başkanlığı,85,100.0
dare,36,316.0
tarafından,112,63.0
aşağıda,76,111.0
belirtilen,210,20.0
taşınmazlar,9,
sayılı,340,9.0
kanun,45,250.0
hükümleri,43,263.0
kapsamında,47,234.0
satış,42,272.0
yöntemiyl,5,
özelleştirilecektir,1,
hale,442,8.0
geçi,16,681.0
ci,27,423.0
son,113,61.0
tek,16,681.0
f,52,202.0
sira,12,872.0
hale,442,8.0
konusu,87,94.0
leti,2,
şi,67,146.0
şartnamesi,24,485.0
temi,18,613.0
nat,11,
verm,27,423.0
taşinmazlar,10,
numarasi,7,
bede,112,63.0
tl,311,11.0
bede,112,63.0
tl,311,11.0
tari,31,361.0
hi,40,285.0
çorum,2,
merkez,46,244.0
karaca,3,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
çorum,2,
merkez,46,244.0
karaca,3,
ada,68,143.0
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
toplam,36,316.0
yüzölçümlü,15,724.0
taşınmazlar,9,
üzerind,18,613.0
yer,209,21.0
alan,102,78.0
yapı,229,18.0
yapılar,4,
bir,233,17.0
bütün,12,872.0
halind,170,29.0
eskişehir,11,
tepebaşı,2,
yukarısöğütö,2,
nü,2,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
eskişehir,11,
tepebaşı,2,
yukarısöğütö,2,
nü,2,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
gaziantep,10,
şahinbey,2,
abdülhamid,2,
han,2,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
gaziantep,10,
şahinbey,2,
abdülhamid,2,
han,2,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
koca,3,
kandıra,1,
kurtyeri,1,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
üzerind,18,613.0
yer,209,21.0
alan,102,78.0
yapı,229,18.0
yapılar,4,
bir,233,17.0
bütün,12,872.0
halind,170,29.0
stanbul,66,151.0
sarıyer,2,
gümüşdere,2,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
stanbul,66,151.0
sarıyer,2,
gümüşdere,2,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
antalya,4,
manavgat,2,
sorkun,2,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
antalya,4,
manavgat,2,
sorkun,2,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
bursa,7,
karacabey,6,
kurşunlu,1,
parsel,51,206.0
numaralı,30,377.0
toplam,36,316.0
yüzölçümlü,15,724.0
taşınmazlar,9,
üzerind,18,613.0
yer,209,21.0
alan,102,78.0
yapı,229,18.0
yapılar,4,
bir,233,17.0
bütün,12,872.0
halind,170,29.0
stanbul,66,151.0
beşiktaş,1,
yıldız,1,
ada,68,143.0
parsel,51,206.0
numaralı,30,377.0
yüzölçümlü,15,724.0
taşınmaz,39,294.0
üzerind,18,613.0
yer,209,21.0
alan,102,78.0
yapı,229,18.0
yapılar,4,
bir,233,17.0
bütün,12,872.0
halind,170,29.0
halel,6,
birden,8,
fazla,39,294.0
teklif,314,10.0
sahibinden,1,
kapalı,72,127.0
zarfla,5,
teklif,314,10.0
almak,5,
görüşmeler,1,
yapmak,9,
suretiyl,36,316.0
pazarlık,4,
usulü,70,136.0
ile,490,7.0
gerçekleştirilecektir,2,
halel,6,
pazarlık,4,
görüşmelerin,1,
devam,15,724.0
edilen,125,54.0
teklif,314,10.0
sahiplerinin,2,
katılımı,1,
ile,490,7.0
yapılacak,94,83.0
açık,69,139.0
artırma,11,946.0
suretiyl,36,316.0
sonuçlandırılacaktır,1,
teklif,314,10.0
sahipleri,5,
ayrı,52,202.0
ayrı,52,202.0
olmak,279,13.0
koşuluyla,3,
birden,8,
fazla,39,294.0
taşınmaz,39,294.0
için,293,12.0
teklif,314,10.0
verebilirl,3,
birden,8,
fazla,39,294.0
taşınmaz,39,294.0
için,293,12.0
teklif,314,10.0
verilmesi,41,278.0
halind,170,29.0
bu,244,16.0
teklifl,64,158.0
birbirleri,1,
ile,490,7.0
ilişkilendirilemez,1,
haleler,77,109.0
gerçek,71,131.0
tüzel,199,23.0
kişil,43,263.0
ortak,72,127.0
girişim,41,278.0
grupları,1,
ogg,3,
kooperatifl,2,
vakıflar,17,644.0
gayrimenkul,3,
yatırım,6,
fonları,1,
ile,490,7.0
belgelerind,1,
taşınmaz,39,294.0
edinebileceklerin,1,
dair,143,39.0
hüküm,5,
bulunan,88,93.0
dernekl,5,
katılabilir,3,
hale,442,8.0
konusu,87,94.0
taşınmazların,11,946.0
ihalelerin,2,
katılacak,20,559.0
teklif,314,10.0
sahiplerinin,2,
bir,233,17.0
taşınmaz,39,294.0
için,293,12.0
ayrı,52,202.0
hale,442,8.0
şartnamesi,24,485.0
alması,4,
bir,233,17.0
taşınmaz,39,294.0
için,293,12.0
ayrı,52,202.0
teklif,314,10.0
sunulması,23,503.0
teklif,314,10.0
ile,490,7.0
hale,442,8.0
şartnamesind,5,
istenilen,32,351.0
belgeleri,67,146.0
dare,36,316.0
nin,59,177.0
ziya,2,
gökalp,2,
caddesi,39,294.0
kurtuluş,2,
ankara,106,69.0
adresin,6,
son,113,61.0
teklif,314,10.0
verm,27,423.0
tarihi,97,79.0
saat,103,76.0
e,172,28.0
kadar,131,49.0
elden,9,
teslim,71,131.0
etmesi,8,
zorunludur,61,169.0
hale,442,8.0
şartnamesi,24,485.0
bede,112,63.0
alıcı,3,
özelleştirm,6,
daresi,15,724.0
başkanlığı,85,100.0
hesap,4,
tr,121,55.0
vakıflar,17,644.0
bankası,25,466.0
banka,33,338.0
dekontunun,5,
açıklama,10,
bölümüne,3,
haley,113,61.0
katılacak,20,559.0
yatırımcının,2,
smi,2,
ünvanı,5,
gerçek,71,131.0
kişilerin,33,338.0
tckn,2,
si,31,361.0
tüzel,199,23.0
kişilerin,33,338.0
vkn,2,
si,31,361.0
l,36,316.0
lçe,5,
köi,7,
mahall,12,872.0
ada,68,143.0
parsel,51,206.0
e,172,28.0
lişkin,27,423.0
hale,442,8.0
şartnam,115,59.0
bede,112,63.0
belirtilerek,1,
dare,36,316.0
nin,59,177.0
hesabına,21,537.0
yatırılacaktır,6,
hale,442,8.0
şartnamesi,24,485.0
almak,5,
için,293,12.0
ödenmiş,1,
tutarlar,1,
ne,118,57.0
surett,1,
olursa,4,
olsun,4,
iad,35,327.0
edilmez,15,724.0
haley,113,61.0
teklif,314,10.0
verenin,2,
ogg,3,
olması,146,37.0
halind,170,29.0
dekontun,1,
ogg,3,
nin,59,177.0
veya,648,6.0
ortaklarından,1,
birinin,10,
adına,50,212.0
düzenlenmiş,9,
olması,146,37.0
yeterlidir,4,
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
hale,442,8.0
şartnamesi,24,485.0
ekleri,6,
ile,490,7.0
alındı,17,644.0
belgesi,149,35.0
banka,33,338.0
dekontu,5,
karşılığı,14,775.0
dare,36,316.0
nin,59,177.0
aşağıdaki,33,338.0
adresinden,18,613.0
elden,9,
teslim,71,131.0
alınabileceği,7,
gibi,33,338.0
talep,12,872.0
edilmesi,22,522.0
halind,170,29.0
hale,442,8.0
şartnam,115,59.0
bedelinin,29,398.0
ödendiğin,4,
dair,143,39.0
banka,33,338.0
dekontunun,5,
bir,233,17.0
nüshasının,1,
en,205,22.0
geç,26,444.0
son,113,61.0
teklif,314,10.0
verm,27,423.0
tarihinden,73,123.0
yedi,14,775.0
gün,69,139.0
öncesin,1,
kadar,131,49.0
elektronik,50,212.0
posta,86,96.0
posta,86,96.0
veya,648,6.0
kargo,5,
yoluyla,24,485.0
dare,36,316.0
ye,22,522.0
ulaştırılması,1,
telefon,37,307.0
ile,490,7.0
teyidinin,1,
alınması,7,
kaydıyla,47,234.0
elektronik,50,212.0
posta,86,96.0
iad,35,327.0
taahhütlü,29,398.0
veya,648,6.0
kargo,5,
ile,490,7.0
gönderilebilecektir,1,
teklif,314,10.0
sahiplerinden,1,
ihaleler,7,
katılabilmek,26,444.0
için,293,12.0
yukarıdaki,5,
tabloda,8,
belirtilen,210,20.0
tutarlarda,1,
geçici,137,44.0
teminat,148,36.0
alınacaktır,47,234.0
geçici,137,44.0
teminat,148,36.0
bedelinin,29,398.0
nakit,16,681.0
olarak,178,27.0
getirilmesi,1,
durumunda,28,409.0
yatırılacak,2,
hesaba,1,
ait,104,74.0
bilgil,21,537.0
hale,442,8.0
şartnamesind,5,
daremiz,2,
internet,40,285.0
sitesind,3,
www,57,185.0
oib,2,
gov,46,244.0
tr,121,55.0
ana,5,
sayfasının,5,
en,205,22.0
alt,16,681.0
satırında,2,
yer,209,21.0
alacaktır,1,
banka,33,338.0
dekontunun,5,
açıklama,10,
bölümüne,3,
haley,113,61.0
katılacak,20,559.0
yatırımcının,2,
smi,2,
ünvanı,5,
gerçek,71,131.0
kişilerin,33,338.0
tckn,2,
si,31,361.0
tüzel,199,23.0
kişilerin,33,338.0
vkn,2,
si,31,361.0
l,36,316.0
lçe,5,
köi,7,
mahall,12,872.0
ada,68,143.0
parsel,51,206.0
e,172,28.0
lişkin,27,423.0
hale,442,8.0
geçici,137,44.0
teminat,148,36.0
bede,112,63.0
ibaresi,1,
yazılmalıdır,1,
teklifl,64,158.0
türk,62,164.0
lirası,15,724.0
cinsinden,6,
verilecek,8,
olup,87,94.0
ihal,247,15.0
bede,112,63.0
peşin,10,
veya,648,6.0
vade,20,559.0
olarak,178,27.0
ödenebilecektir,3,
vade,20,559.0
ödemelerd,1,
ihal,247,15.0
bedelinin,29,398.0
asgari,8,
yüzde,4,
kırk,1,
ı,13,811.0
peşin,10,
vadey,5,
bırakılan,6,
tutarı,11,946.0
ise,54,196.0
oniki,3,
ayda,2,
bir,233,17.0
ödeme,4,
yapmak,9,
kaydıyla,47,234.0
en,205,22.0
çok,3,
kırksekiz,1,
ayda,2,
ödenebilecektir,3,
hale,442,8.0
bedelinin,29,398.0
vadey,5,
bağlanan,3,
tutarına,1,
yıllık,13,811.0
yüzdeotuzbeş,1,
oranında,29,398.0
basit,1,
faiz,1,
vade,20,559.0
farkı,1,
uygulanacaktır,8,
satış,42,272.0
bedelinin,29,398.0
vade,20,559.0
olarak,178,27.0
ödenmesinin,2,
tercih,2,
edilmesi,22,522.0
halind,170,29.0
vadey,5,
bağlanan,3,
borç,2,
için,293,12.0
sözleşm,44,253.0
imza,91,86.0
tarihind,34,331.0
kesin,10,
teminat,148,36.0
mektubu,53,198.0
alınarak,15,724.0
tapuda,3,
devir,4,
işlemleri,12,872.0
gerçekleştirilecektir,2,
ancak,9,
ilanın,21,537.0
sırasında,14,775.0
yer,209,21.0
alan,102,78.0
taşınmazlar,9,
için,293,12.0
satış,42,272.0
bedelinin,29,398.0
vade,20,559.0
olarak,178,27.0
ödenmesinin,2,
tercih,2,
edilmesi,22,522.0
halind,170,29.0
teminat,148,36.0
mektubu,53,198.0
alınmadan,2,
da,133,48.0
satış,42,272.0
sözleşmesi,11,
imzalanabilecektir,1,
bu,244,16.0
durumda,8,
vadey,5,
bırakılan,6,
tutarın,2,
tamamının,3,
ödenmesin,3,
ya,68,143.0
da,133,48.0
vadey,5,
bağlanan,3,
tutar,2,
için,293,12.0
kesin,10,
teminat,148,36.0
mektubu,53,198.0
verilmesin,45,250.0
kadar,131,49.0
tapuda,3,
devir,4,
işlemi,4,
gerçekleştirilmeyecektir,1,
hale,442,8.0
konusu,87,94.0
taşınmazların,11,946.0
yabancı,63,160.0
uyruklu,1,
gerçek,71,131.0
kişiler,1,
yabancı,63,160.0
ülkelerd,1,
kendi,18,613.0
ülkelerinin,1,
kanunlarına,1,
göre,109,66.0
kurulan,8,
tüzel,199,23.0
kişiliğ,3,
sahip,91,86.0
şirketler,2,
türkiy,82,105.0
de,57,185.0
kurulan,8,
yabancı,63,160.0
sermay,4,
şirketler,2,
satışı,12,872.0
yürürlükteki,1,
doğrudan,1,
yabancı,63,160.0
yatırımlar,1,
mevzuatı,23,503.0
tapu,6,
kanunu,97,79.0
ile,490,7.0
ilgili,128,52.0
diğer,63,160.0
mevzuat,25,466.0
hükümlerin,19,584.0
tabidir,5,
bu,244,16.0
kişil,43,263.0
satışın,6,
mümkün,1,
olup,87,94.0
olmadığını,3,
önceden,1,
araştırmakla,1,
yükümlüdürler,1,
haleyi,2,
kazanmaları,1,
halind,170,29.0
bu,244,16.0
kişilerden,8,
en,205,22.0
kısa,10,
sürede,1,
gerek,20,559.0
işlemleri,12,872.0
yapmaları,1,
istenir,1,
dare,36,316.0
ihal,247,15.0
işlemlerini,2,
sayılı,340,9.0
kanun,45,250.0
çerçevesind,6,
yürütmektedir,1,
özelleştirm,6,
ihaleleri,6,
sayılı,340,9.0
devlet,105,73.0
hale,442,8.0
kanununa,18,613.0
tabi,28,409.0
olmayıp,4,
dare,36,316.0
ihaleleri,6,
yapıp,27,423.0
yapmamakta,27,423.0
serbesttir,27,423.0
dare,36,316.0
son,113,61.0
teklif,314,10.0
verm,27,423.0
tarihini,3,
belir,2,
bir,233,17.0
tarih,162,31.0
kadar,131,49.0
veya,648,6.0
bilahar,2,
belirlenecek,8,
bir,233,17.0
tarih,162,31.0
kadar,131,49.0
uzatabilir,1,
bu,244,16.0
husus,2,
teklif,314,10.0
verm,27,423.0
süresinin,10,
sona,13,811.0
ermesinden,1,
önce,19,584.0
duyurulur,23,503.0
özelleştirm,6,
işlemleri,12,872.0
türlü,12,872.0
resim,6,
vergi,36,316.0
harç,4,
kdv,25,466.0
den,13,811.0
muaftır,3,
halel,6,
ile,490,7.0
ilgili,128,52.0
diğer,63,160.0
hususlar,9,
hale,442,8.0
şartnamelerind,1,
yer,209,21.0
almaktadır,6,
c,141,41.0
hazi,2,
ne,118,57.0
mali,55,193.0
ye,22,522.0
bakanliği,3,
özelleştirm,6,
daresi,15,724.0
başkanlığı,85,100.0
ziya,2,
gökalp,2,
caddesi,39,294.0
kurtuluş,2,
ankara,106,69.0
www,57,185.0
oib,2,
gov,46,244.0
tr,121,55.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
haley,113,61.0
davet,12,872.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yapı,229,18.0
şleri,85,100.0
genel,269,14.0
müdürlüğünden,134,47.0
kırsal,14,775.0
alanlarda,12,872.0
deprem,15,724.0
yileştirm,4,
yeniden,7,
yapım,49,222.0
projesi,15,724.0
kadi,4,
yap,6,
kredi,8,
ibrd,4,
tr,121,55.0
tunc,5,
lind,6,
yer,209,21.0
alan,102,78.0
kırsal,14,775.0
deprem,15,724.0
konutları,6,
yapım,49,222.0
şi,67,146.0
terrp,4,
af,6,
work,4,
rec,4,
p,30,377.0
türkiy,82,105.0
cumhuriyeti,19,584.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
kırsal,14,775.0
alanlarda,12,872.0
deprem,15,724.0
yileştirm,4,
yeniden,7,
yapım,49,222.0
projesi,15,724.0
kadi,4,
yap,6,
kapsamında,47,234.0
türkiy,82,105.0
de,57,185.0
meydana,6,
gelen,8,
şubat,2,
depremlerinden,2,
etkilenen,2,
seçili,2,
illerd,2,
deprem,15,724.0
dirençli,4,
konut,26,444.0
inşaatlarında,2,
kullanılmak,4,
üzere,130,51.0
ödeneği,2,
ortak,72,127.0
kredi,8,
olarak,178,27.0
temin,66,151.0
edilen,125,54.0
si,31,361.0
uluslararası,28,409.0
mar,11,
kalkınma,4,
bankası,25,466.0
ibrd,4,
si,31,361.0
fransa,2,
kalkınma,4,
ajansı,2,
afd,2,
ek,28,409.0
finansman,8,
tutarının,7,
bir,233,17.0
bölümü,39,294.0
tunc,5,
lind,6,
yer,209,21.0
alan,102,78.0
kırsal,14,775.0
deprem,15,724.0
konutları,6,
yapım,49,222.0
şi,67,146.0
terrp,4,
af,6,
work,4,
rec,4,
p,30,377.0
kapsamındaki,15,724.0
ödemel,2,
için,293,12.0
kullanılacaktır,2,
türkiy,82,105.0
cumhuriyeti,19,584.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yapı,229,18.0
şleri,85,100.0
genel,269,14.0
müdürlüğü,186,25.0
tunc,5,
lind,6,
yer,209,21.0
alan,102,78.0
kırsal,14,775.0
deprem,15,724.0
konutları,6,
yapım,49,222.0
şi,67,146.0
dâhilind,2,
aşağıdaki,33,338.0
listed,8,
verilen,40,285.0
kırsal,14,775.0
konut,26,444.0
alanlarında,5,
deprem,15,724.0
dirençli,4,
konut,26,444.0
yapım,49,222.0
işi,11,946.0
için,293,12.0
isteklileri,2,
dünya,7,
bankası,25,466.0
satın,91,86.0
alma,49,222.0
esa,43,263.0
usulleri,4,
doğrultusunda,50,212.0
ulus,10,
rekabetçi,4,
ihal,247,15.0
yöntemiyl,5,
kapalı,72,127.0
zarf,39,294.0
ile,490,7.0
tekliflerini,17,644.0
sunmaya,2,
davet,12,872.0
etmektedir,2,
kapalı,72,127.0
nşaat,61,169.0
bina,3,
listesi,12,872.0
süresi,69,139.0
yeri,103,76.0
alanı,24,485.0
tunc,5,
li,75,114.0
çemişgezek,1,
lçesi,25,466.0
köi,7,
m²,62,164.0
ay,64,158.0
tunc,5,
adet,114,60.0
kırsal,14,775.0
köi,7,
konutu,3,
yapım,49,222.0
şi,67,146.0
toplam,36,316.0
m²,62,164.0
hale,442,8.0
kasım,2,
versiyon,2,
tarih,162,31.0
dünya,7,
bankası,25,466.0
ipf,2,
borçluları,2,
için,293,12.0
satın,91,86.0
alma,49,222.0
düzenlemeleri,4,
yatırım,6,
projesi,15,724.0
finansmanında,2,
satın,91,86.0
alma,49,222.0
tedarik,8,
yapım,49,222.0
şleri,85,100.0
danışmanlık,4,
dışı,12,872.0
hizmetl,18,613.0
danışmanlık,4,
hizmetleri,17,644.0
satınalma,25,466.0
düzenlemeleri,4,
nin,59,177.0
dünya,7,
bankasının,2,
menfaat,2,
çatışmasına,2,
ait,104,74.0
politikasının,2,
açıklandığı,6,
numaralı,30,377.0
paragraflarına,2,
dikkat,32,351.0
edilmesi,22,522.0
gözönünde,2,
bulundurulacak,2,
şekild,33,338.0
teklif,314,10.0
çağrı,2,
rfb,2,
yapılarak,10,
ulus,10,
rekabetçi,4,
ihal,247,15.0
yöntemiyl,5,
gerçekleştirilecek,2,
olup,87,94.0
satın,91,86.0
alma,49,222.0
düzenlemelerind,2,
tanımlanan,2,
tüm,27,423.0
teklif,314,10.0
sahiplerin,3,
açıktır,3,
lgilenen,4,
uygun,106,69.0
teklif,314,10.0
sahipleri,5,
yapı,229,18.0
şleri,85,100.0
genel,269,14.0
müdürlüğü,186,25.0
nün,4,
aşağıda,76,111.0
belirtilen,210,20.0
iletişim,11,946.0
kanallarından,2,
mesai,25,466.0
saatleri,17,644.0
içind,58,181.0
daha,22,522.0
fazla,39,294.0
bilgi,34,331.0
alabilir,4,
ihaley,135,46.0
ilişkin,89,92.0
yeterlilik,8,
şartlarına,3,
aşağıdaki,33,338.0
internet,40,285.0
bağlantısından,2,
ulaşılabilirl,2,
https,11,946.0
kadiyap,4,
csb,5,
gov,46,244.0
tr,121,55.0
duyurular,2,
lgilenen,4,
uygun,106,69.0
teklif,314,10.0
sahipleri,5,
elektronik,50,212.0
ortamda,11,
türkçe,11,
olarak,178,27.0
hazırlanan,4,
ihal,247,15.0
dokümanlarını,3,
aşağıdaki,33,338.0
adres,15,724.0
geri,8,
ödemesiz,2,
tl,311,11.0
üçbintürklirası,2,
ödeyerek,2,
temin,66,151.0
edebilirl,5,
hale,442,8.0
doküman,9,
bedelinin,29,398.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
nın,4,
merkez,46,244.0
saymanlık,3,
müdürlüğünün,14,775.0
merkez,46,244.0
bankası,25,466.0
ankara,106,69.0
şubesind,2,
bulunan,88,93.0
tr,121,55.0
numaralı,30,377.0
hesabına,21,537.0
açıklamada,2,
projenin,3,
adı,36,316.0
ihalenin,27,423.0
referan,5,
numarası,51,206.0
olacak,9,
şekild,33,338.0
yatırılması,9,
gerekmektedir,84,103.0
bu,244,16.0
işlemin,15,724.0
dekontu,5,
ile,490,7.0
aşağıda,76,111.0
belirtilen,210,20.0
adresler,2,
yapılacak,94,83.0
yazılı,41,278.0
başvuruları,10,
sonrasında,2,
hale,442,8.0
dökümanları,2,
cd,8,
içerisind,104,74.0
iletilecektir,2,
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
tekliflerin,38,301.0
en,205,22.0
geç,26,444.0
nisan,870,3.0
günü,72,127.0
saat,103,76.0
e,172,28.0
kadar,131,49.0
aşağıda,76,111.0
verilen,40,285.0
adres,15,724.0
teslim,71,131.0
edilmesi,22,522.0
gerekmektedir,84,103.0
elektronik,50,212.0
teklifler,2,
izin,13,811.0
verilmeyecektir,2,
geç,26,444.0
teslim,71,131.0
edilen,125,54.0
teklifl,64,158.0
değerlendirilmey,2,
alınmayacaktır,34,331.0
açılmadan,3,
iad,35,327.0
edilecektir,74,118.0
teklifl,64,158.0
yapı,229,18.0
şleri,85,100.0
genel,269,14.0
müdürlüğü,186,25.0
nün,4,
aşağıda,76,111.0
verilen,40,285.0
adresind,50,212.0
teklif,314,10.0
sahibi,8,
temsilcilerinin,2,
katılmak,9,
isteyebilecek,2,
başka,15,724.0
tarafların,2,
huzurunda,15,724.0
nisan,870,3.0
tarihind,34,331.0
saat,103,76.0
da,133,48.0
açılacaktır,4,
teklifin,11,946.0
türk,62,164.0
lirası,15,724.0
cinsi,9,
olması,146,37.0
halind,170,29.0
tl,311,11.0
yirmibeşmilyontürklirası,1,
veya,648,6.0
serbestç,2,
çevrilebilen,2,
döviz,13,811.0
cinsinden,6,
eşdeğeri,5,
bir,233,17.0
miktarda,4,
koşulsuz,2,
limit,15,724.0
içi,7,
genel,269,14.0
müdürlük,11,946.0
teyit,3,
geçici,137,44.0
teminatın,11,
sunulması,23,503.0
gerekmektedir,84,103.0
geçici,137,44.0
teminat,148,36.0
mektupları,16,681.0
tarihin,15,724.0
kadar,131,49.0
geçer,15,724.0
olacaktır,13,811.0
bu,244,16.0
ihal,247,15.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanunu,97,79.0
na,16,681.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
sözleşmeleri,8,
kanununa,18,613.0
tabi,28,409.0
değildir,22,522.0
yukarıda,49,222.0
atıfta,2,
bulunulan,2,
adr,51,206.0
ler,2,
aşağıda,76,111.0
verilmiştir,26,444.0
önder,2,
yurdakul,2,
yapı,229,18.0
şleri,85,100.0
genel,269,14.0
müdürlüğü,186,25.0
yi,70,136.0
gm,2,
uluslararası,28,409.0
finan,10,
kaynaklı,4,
sismik,4,
güçlendirm,3,
dair,143,39.0
başkanlığı,85,100.0
mustafa,14,775.0
kemal,10,
mahallesi,83,104.0
cadd,4,
çankaya,19,584.0
ankara,106,69.0
telefon,37,307.0
e,172,28.0
posta,86,96.0
ihal,247,15.0
kadiyap,4,
csb,5,
gov,46,244.0
tr,121,55.0
haley,113,61.0
davet,12,872.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yapı,229,18.0
şleri,85,100.0
genel,269,14.0
müdürlüğünden,134,47.0
kırsal,14,775.0
alanlarda,12,872.0
deprem,15,724.0
yileştirm,4,
yeniden,7,
yapım,49,222.0
projesi,15,724.0
kadi,4,
yap,6,
kredi,8,
ibrd,4,
tr,121,55.0
kahramanmaraş,6,
lind,6,
yer,209,21.0
alan,102,78.0
kırsal,14,775.0
deprem,15,724.0
konutları,6,
yapım,49,222.0
şi,67,146.0
terrp,4,
af,6,
work,4,
rec,4,
p,30,377.0
türkiy,82,105.0
cumhuriyeti,19,584.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
kırsal,14,775.0
alanlarda,12,872.0
deprem,15,724.0
yileştirm,4,
yeniden,7,
yapım,49,222.0
projesi,15,724.0
kadi,4,
yap,6,
kapsamında,47,234.0
türkiy,82,105.0
de,57,185.0
meydana,6,
gelen,8,
şubat,2,
depremlerinden,2,
etkilenen,2,
seçili,2,
illerd,2,
deprem,15,724.0
dirençli,4,
konut,26,444.0
inşaatlarında,2,
kullanılmak,4,
üzere,130,51.0
ödeneği,2,
ortak,72,127.0
kredi,8,
olarak,178,27.0
temin,66,151.0
edilen,125,54.0
si,31,361.0
uluslararası,28,409.0
mar,11,
kalkınma,4,
bankası,25,466.0
ibrd,4,
si,31,361.0
fransa,2,
kalkınma,4,
ajansı,2,
afd,2,
ek,28,409.0
finansman,8,
tutarının,7,
bir,233,17.0
bölümü,39,294.0
kahramanmaraş,6,
lind,6,
yer,209,21.0
alan,102,78.0
kırsal,14,775.0
deprem,15,724.0
konutları,6,
yapım,49,222.0
şi,67,146.0
terrp,4,
af,6,
work,4,
rec,4,
p,30,377.0
kapsamındaki,15,724.0
ödemel,2,
için,293,12.0
kullanılacaktır,2,
türkiy,82,105.0
cumhuriyeti,19,584.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yapı,229,18.0
şleri,85,100.0
genel,269,14.0
müdürlüğü,186,25.0
kahramanmaraş,6,
lind,6,
yer,209,21.0
alan,102,78.0
kırsal,14,775.0
deprem,15,724.0
konutları,6,
yapım,49,222.0
şi,67,146.0
dâhilind,2,
aşağıdaki,33,338.0
listed,8,
verilen,40,285.0
kırsal,14,775.0
konut,26,444.0
alanlarında,5,
deprem,15,724.0
dirençli,4,
konut,26,444.0
yapım,49,222.0
işi,11,946.0
için,293,12.0
isteklileri,2,
dünya,7,
bankası,25,466.0
satın,91,86.0
alma,49,222.0
esa,43,263.0
usulleri,4,
doğrultusunda,50,212.0
ulus,10,
rekabetçi,4,
ihal,247,15.0
yöntemiyl,5,
kapalı,72,127.0
zarf,39,294.0
ile,490,7.0
tekliflerini,17,644.0
sunmaya,2,
